,Kindom,Phylum,Class,Order,Family,Genus,Species
FDZ050.RBk26.28.dereplicated_genomes.bin.21,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ050.RBk28.30.dereplicated_genomes.bin.136,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ050.RBk28.30.dereplicated_genomes.bin.15,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ050.RBk28.30.dereplicated_genomes.bin.160,Bacteria,,,,,,
FDZ050.RBk28.30.dereplicated_genomes.bin.19,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ050.RBk28.30.dereplicated_genomes.bin.44,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ050.RBk28.30.dereplicated_genomes.bin.52,Bacteria,Planctomycetota,MHYJ01,JACQXL01,,,
FDZ050.RBk28.30.dereplicated_genomes.bin.76,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA7805,UBA7805,
FDZ050.RBk28.30.dereplicated_genomes.bin.87,Bacteria,AABM5-125-24,AABM5-125-24,AABM5-125-24,AABM5-125-24,,
FDZ050.RBk6.8.dereplicated_genomes.bin.113,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1280,,,
FDZ050.RBk6.8.dereplicated_genomes.bin.115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,
FDZ050.RBk6.8.dereplicated_genomes.bin.131,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,
FDZ050.RBk6.8.dereplicated_genomes.bin.138,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,UBA2020,
FDZ050.RBk6.8.dereplicated_genomes.bin.33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
FDZ050.RBk6.8.dereplicated_genomes.bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,,
FDZ050.RBk6.8.dereplicated_genomes.bin.52,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,,
FDZ050.RBk6.8.dereplicated_genomes.bin.59,Bacteria,UBA8248,UBA8248,UBA8248,UBA8248,,
FDZ050.RBk6.8.dereplicated_genomes.bin.61,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,,
FDZ050.RBk6.8.dereplicated_genomes.bin.88,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ050.RBk6.8.dereplicated_genomes.bin.99,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,
FDZ050.RBk8.10.dereplicated_genomes.bin.25,Bacteria,Sumerlaeota,Sumerlaeia,UBA8349,UBA8349,,
FDZ050.RBk8.10.dereplicated_genomes.bin.46,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ050.RBk8.10.dereplicated_genomes.bin.50,Bacteria,Bdellovibrionota,,,,,
FDZ050.RBk8.10.dereplicated_genomes.bin.8,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ050.RBk8.10.dereplicated_genomes.bin.82,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ051.Be10.12.dereplicated_genomes.bin.86,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ051.Be16.18.dereplicated_genomes.bin.104,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ051.Be16.18.dereplicated_genomes.bin.27,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ051.Be16.18.dereplicated_genomes.bin.37,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ051.Be16.18.dereplicated_genomes.bin.78,Bacteria,Marinisomatota,,,,,
FDZ051.Be16.18.dereplicated_genomes.bin.89,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,,,
FDZ051.Be2.4.dereplicated_genomes.bin.139,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ051.Be4.6.dereplicated_genomes.bin.101,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,
FDZ051.Be4.6.dereplicated_genomes.bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,
FDZ051.Be4.6.dereplicated_genomes.bin.49,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ051.Be4.6.dereplicated_genomes.bin.84,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ052.BYSed.dereplicated_genomes.bin.39,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ052.G0.2.dereplicated_genomes.bin.47,Bacteria,Planctomycetota,Brocadiae,Brocadiales,Scalinduaceae,Scalindua,
FDZ052.G0.2.dereplicated_genomes.bin.50,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ052.G0.2.dereplicated_genomes.bin.71,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Rhodothalassiaceae,,
FDZ052.G4.6.dereplicated_genomes.bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ052.G6.8.dereplicated_genomes.bin.118,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ052.G6.8.dereplicated_genomes.bin.138,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ052.G6.8.dereplicated_genomes.bin.35,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,,
FDZ052.G6.8.dereplicated_genomes.bin.69,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ053.N0.2.dereplicated_genomes.bin.22,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ053.RBk0.2.dereplicated_genomes.bin.127,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ053.RBk0.2.dereplicated_genomes.bin.37,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ053.RBk0.2.dereplicated_genomes.bin.40,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ053.RBk0.2.dereplicated_genomes.bin.99,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6429,UBA6429,,
FDZ053.RBk10.12.dereplicated_genomes.bin.128,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,,
FDZ053.RBk10.12.dereplicated_genomes.bin.132,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,,
FDZ053.RBk10.12.dereplicated_genomes.bin.38,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ053.RBk10.12.dereplicated_genomes.bin.57,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,,
FDZ053.RBk10.12.dereplicated_genomes.bin.71,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ053.RBk10.12.dereplicated_genomes.bin.95,Bacteria,Elusimicrobiota,Elusimicrobia,,,,
FDZ053.RBk12.14.dereplicated_genomes.bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ053.RBk12.14.dereplicated_genomes.bin.65,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ053.RBk12.14.dereplicated_genomes.bin.76,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ053.RBk14.16.dereplicated_genomes.bin.101,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,,,
FDZ053.RBk14.16.dereplicated_genomes.bin.133,Bacteria,SAR324,SAR324,SAR324,,,
FDZ053.RBk14.16.dereplicated_genomes.bin.137,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ053.RBk14.16.dereplicated_genomes.bin.36,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ053.RBk14.16.dereplicated_genomes.bin.38,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ053.RBk14.16.dereplicated_genomes.bin.51,Bacteria,Elusimicrobiota,Elusimicrobia,,,,
FDZ053.RBk14.16.dereplicated_genomes.bin.66,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,,,
FDZ053.RBk16.18.dereplicated_genomes.bin.10,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ053.RBk16.18.dereplicated_genomes.bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,DSM-19610,DSM-19610,Thiogranum,
FDZ053.RBk16.18.dereplicated_genomes.bin.48,Bacteria,Planctomycetota,J132,,,,
FDZ053.RBk18.20.dereplicated_genomes.bin.106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ053.RBk18.20.dereplicated_genomes.bin.107,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,,
FDZ053.RBk18.20.dereplicated_genomes.bin.117,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ053.RBk18.20.dereplicated_genomes.bin.127,Bacteria,Spirochaetota,JAHITG01,JAHITG01,,,
FDZ053.RBk18.20.dereplicated_genomes.bin.130,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ053.RBk18.20.dereplicated_genomes.bin.135,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,,
FDZ053.RBk18.20.dereplicated_genomes.bin.18,Bacteria,Verrucomicrobiota,Kiritimatiellae,JAAZAB01,,,
FDZ053.RBk18.20.dereplicated_genomes.bin.19,Bacteria,Patescibacteria,ABY1,UBA1558,UBA10009,,
FDZ053.RBk18.20.dereplicated_genomes.bin.59,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ053.RBk2.4.dereplicated_genomes.bin.21,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ053.RBk2.4.dereplicated_genomes.bin.89,Bacteria,Proteobacteria,Alphaproteobacteria,SMXP01,SMXP01,,
FDZ053.RBk20.22.dereplicated_genomes.bin.18,Bacteria,Myxococcota_A,UBA9160,UBA9160,SMWR01,,
FDZ053.RBk20.22.dereplicated_genomes.bin.33,Bacteria,Marinisomatota,,,,,
FDZ053.RBk20.22.dereplicated_genomes.bin.38,Bacteria,,,,,,
FDZ053.RBk20.22.dereplicated_genomes.bin.43,Bacteria,Marinisomatota,,,,,
FDZ053.RBk20.22.dereplicated_genomes.bin.78,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ053.RBk20.22.dereplicated_genomes.bin.8,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ053.RBk20.22.dereplicated_genomes.bin.88,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,,
FDZ053.RBk4.6.dereplicated_genomes.bin.103,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,,,
FDZ053.RBk6.8.dereplicated_genomes.bin.12,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ053.RBk6.8.dereplicated_genomes.bin.138,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,,
FDZ053.RBk6.8.dereplicated_genomes.bin.141,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,
FDZ053.RBk6.8.dereplicated_genomes.bin.43,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ053.RBk6.8.dereplicated_genomes.bin.88,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,,
FDZ053.RBk8.10.dereplicated_genomes.bin.149,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ053.RBk8.10.dereplicated_genomes.bin.156,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ053.RBk8.10.dereplicated_genomes.bin.45,Bacteria,Myxococcota,Myxococcia,,,,
FDZ053.RBk8.10.dereplicated_genomes.bin.50,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-229,SZUA-229,,
FDZ053.RBk8.10.dereplicated_genomes.bin.54,Bacteria,Patescibacteria,Gracilibacteria,UM-FILTER-43-11,UM-FILTER-43-11,,
FDZ053.RBk8.10.dereplicated_genomes.bin.65,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,UBA7887,,
FDZ053.RBk8.10.dereplicated_genomes.bin.89,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,GCA-2400975,
FDZ054.Be14.16.dereplicated_genomes.bin.14,Bacteria,Patescibacteria,Paceibacteria,UBA6257,GWB1-50-10,,
FDZ054.Be14.16.dereplicated_genomes.bin.29,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ054.Be14.16.dereplicated_genomes.bin.30,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,SCKK01,,
FDZ054.Be2.4.dereplicated_genomes.bin.14,Bacteria,Omnitrophota,Omnitrophia,,,,
FDZ054.Be2.4.dereplicated_genomes.bin.28,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ054.Be2.4.dereplicated_genomes.bin.34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GCA-2721545,
FDZ054.Be2.4.dereplicated_genomes.bin.44,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ054.Be20.22.dereplicated_genomes.bin.13,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ054.Be20.22.dereplicated_genomes.bin.7,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ054.Be22.24.dereplicated_genomes.bin.16,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,GCA-002790365,
FDZ054.Be22.24.dereplicated_genomes.bin.47,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ054.Be26.28.dereplicated_genomes.bin.23,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2135,,
FDZ054.Be26.28.dereplicated_genomes.bin.32,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ054.Be32.34.dereplicated_genomes.bin.20,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,
FDZ054.Be32.34.dereplicated_genomes.bin.29,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,UBA4096,
FDZ054.Be32.34.dereplicated_genomes.bin.3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ054.Be32.34.dereplicated_genomes.bin.32,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,
FDZ054.Be32.34.dereplicated_genomes.bin.7,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ054.Be6.8.dereplicated_genomes.bin.10,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ054.Be6.8.dereplicated_genomes.bin.30,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,,,
FDZ054.Be6.8.dereplicated_genomes.bin.38,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ054.Be6.8.dereplicated_genomes.bin.54,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,,,
FDZ054.Be8.10.dereplicated_genomes.bin.32,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ054.RG10.12.dereplicated_genomes.bin.14,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ054.RG2.4.dereplicated_genomes.bin.34,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ054.RG20.22.dereplicated_genomes.bin.10,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,
FDZ054.RG20.22.dereplicated_genomes.bin.11,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter,
FDZ054.RG20.22.dereplicated_genomes.bin.16,Bacteria,Marinisomatota,,,,,
FDZ054.RG20.22.dereplicated_genomes.bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_D,
FDZ054.RG20.22.dereplicated_genomes.bin.25,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_I,
FDZ054.RG20.22.dereplicated_genomes.bin.31,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Jeotgalibaca,
FDZ054.RG20.22.dereplicated_genomes.bin.37,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
FDZ054.RG20.22.dereplicated_genomes.bin.38,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ054.RG20.22.dereplicated_genomes.bin.49,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,
FDZ054.RG20.22.dereplicated_genomes.bin.5,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ054.RG20.22.dereplicated_genomes.bin.52,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,
FDZ054.RG20.22.dereplicated_genomes.bin.56,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,
FDZ054.RG20.22.dereplicated_genomes.bin.62,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,,
FDZ054.RG20.22.dereplicated_genomes.bin.64,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter,
FDZ054.RG20.22.dereplicated_genomes.bin.9,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,
FDZ054.RG26.28.dereplicated_genomes.bin.9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ054.RG28.30.dereplicated_genomes.bin.7,Bacteria,Marinisomatota,,,,,
FDZ054.RG4.6.dereplicated_genomes.bin.33,Bacteria,,,,,,
FDZ054.RG4.6.dereplicated_genomes.bin.4,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ054.RG8.10.dereplicated_genomes.bin.31,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ056.Be16.18.dereplicated_genomes.bin.4,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ056.Be2.4.dereplicated_genomes.bin.24,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,
FDZ056.Be2.4.dereplicated_genomes.bin.68,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ056.Be2.4.dereplicated_genomes.bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ056.Be22.24.dereplicated_genomes.bin.10,Bacteria,Nitrospirota,Nitrospiria,,,,
FDZ056.Be22.24.dereplicated_genomes.bin.26,Bacteria,,,,,,
FDZ056.Be6.8.dereplicated_genomes.bin.13,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,UBA2774,CR02bin9,
FDZ056.Be8.10.dereplicated_genomes.bin.20,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ056.Be8.10.dereplicated_genomes.bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
FDZ056.Be8.10.dereplicated_genomes.bin.28,Bacteria,SM23-31,SM23-31,,,,
FDZ056.Be8.10.dereplicated_genomes.bin.48,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ058.Be0.2.dereplicated_genomes.bin.101,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ058.Be0.2.dereplicated_genomes.bin.104,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,UBA6623,,
FDZ058.Be0.2.dereplicated_genomes.bin.105,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ058.Be0.2.dereplicated_genomes.bin.116,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,
FDZ058.Be0.2.dereplicated_genomes.bin.129,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,,,
FDZ058.Be0.2.dereplicated_genomes.bin.130,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ058.Be0.2.dereplicated_genomes.bin.131,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ058.Be0.2.dereplicated_genomes.bin.132,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,
FDZ058.Be0.2.dereplicated_genomes.bin.138,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,,
FDZ058.Be0.2.dereplicated_genomes.bin.147,Bacteria,Latescibacterota,UBA2968,UBA8231,UBA8231,,
FDZ058.Be0.2.dereplicated_genomes.bin.153,Bacteria,OLB16,OLB16,SURF-12,SURF-12,,
FDZ058.Be0.2.dereplicated_genomes.bin.155,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ058.Be0.2.dereplicated_genomes.bin.160,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ058.Be0.2.dereplicated_genomes.bin.166,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ058.Be0.2.dereplicated_genomes.bin.17,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ058.Be0.2.dereplicated_genomes.bin.174,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-001735895,GCA-001735895,GCA-001735895,
FDZ058.Be0.2.dereplicated_genomes.bin.186,Bacteria,Proteobacteria,Alphaproteobacteria,SMXS01,SMXS01,,
FDZ058.Be0.2.dereplicated_genomes.bin.187,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
FDZ058.Be0.2.dereplicated_genomes.bin.190,Bacteria,Gemmatimonadota,Glassbacteria,GWA2-58-10,GWA2-58-10,,
FDZ058.Be0.2.dereplicated_genomes.bin.192,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,
FDZ058.Be0.2.dereplicated_genomes.bin.20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,
FDZ058.Be0.2.dereplicated_genomes.bin.202,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,
FDZ058.Be0.2.dereplicated_genomes.bin.203,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ058.Be0.2.dereplicated_genomes.bin.204,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ058.Be0.2.dereplicated_genomes.bin.206,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ058.Be0.2.dereplicated_genomes.bin.212,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,,
FDZ058.Be0.2.dereplicated_genomes.bin.216,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ058.Be0.2.dereplicated_genomes.bin.217,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ058.Be0.2.dereplicated_genomes.bin.23,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ058.Be0.2.dereplicated_genomes.bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ058.Be0.2.dereplicated_genomes.bin.27,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ058.Be0.2.dereplicated_genomes.bin.30,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,LZORAL124-64-63,
FDZ058.Be0.2.dereplicated_genomes.bin.38,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ058.Be0.2.dereplicated_genomes.bin.39,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-152,SZUA-152,,
FDZ058.Be0.2.dereplicated_genomes.bin.42,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ058.Be0.2.dereplicated_genomes.bin.45,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Saonia,
FDZ058.Be0.2.dereplicated_genomes.bin.46,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,,,
FDZ058.Be0.2.dereplicated_genomes.bin.52,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ058.Be0.2.dereplicated_genomes.bin.53,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ058.Be0.2.dereplicated_genomes.bin.56,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-229,SZUA-229,,
FDZ058.Be0.2.dereplicated_genomes.bin.59,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,,
FDZ058.Be0.2.dereplicated_genomes.bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ058.Be0.2.dereplicated_genomes.bin.61,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,,,
FDZ058.Be0.2.dereplicated_genomes.bin.63,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ058.Be0.2.dereplicated_genomes.bin.67,Bacteria,Proteobacteria,Alphaproteobacteria,GCA-2731375,GCA-2731375,,
FDZ058.Be0.2.dereplicated_genomes.bin.7,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ058.Be0.2.dereplicated_genomes.bin.71,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ058.Be0.2.dereplicated_genomes.bin.72,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,SLHB01,,
FDZ058.Be0.2.dereplicated_genomes.bin.75,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,,,
FDZ058.Be0.2.dereplicated_genomes.bin.80,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ058.Be0.2.dereplicated_genomes.bin.88,Bacteria,Myxococcota,UBA727,UBA727,,,
FDZ058.Be0.2.dereplicated_genomes.bin.91,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ058.Be0.2.dereplicated_genomes.bin.95,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ058.Be0.2.dereplicated_genomes.bin.98,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ058.Be10.12.dereplicated_genomes.bin.136,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
