Name,classification,Phylum,Class,Order,family,genus,species
FDZ050RBk2830dereplicatedgenomesbin136,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ050RBk2830dereplicatedgenomesbin15,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ050RBk2830dereplicatedgenomesbin160,Bacteria,4484-113,,,,,
FDZ050RBk2830dereplicatedgenomesbin19,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ050RBk2830dereplicatedgenomesbin44,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ050RBk2830dereplicatedgenomesbin52,Bacteria,Planctomycetota,MHYJ01,JACQXL01,JACQZI01,JACQZI01,
FDZ050RBk2830dereplicatedgenomesbin76,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA7805,UBA7805,
FDZ050RBk2830dereplicatedgenomesbin87,Bacteria,AABM5-125-24,AABM5-125-24,AABM5-125-24,AABM5-125-24,JABMRV01,
FDZ050RBk68dereplicatedgenomesbin113,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1280,UBA6503,UBA6503,UBA6503 sp002436405
FDZ050RBk68dereplicatedgenomesbin115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola nanhaiensis
FDZ050RBk68dereplicatedgenomesbin131,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,
FDZ050RBk68dereplicatedgenomesbin138,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,UBA2020,
FDZ050RBk68dereplicatedgenomesbin33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
FDZ050RBk68dereplicatedgenomesbin34,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,,
FDZ050RBk68dereplicatedgenomesbin52,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAADHU01,
FDZ050RBk68dereplicatedgenomesbin59,Bacteria,UBA8248,UBA8248,UBA8248,UBA8248,,
FDZ050RBk68dereplicatedgenomesbin61,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,,
FDZ050RBk68dereplicatedgenomesbin88,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ050RBk68dereplicatedgenomesbin99,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,Limimaricola soesokkakensis
FDZ050RBk810dereplicatedgenomesbin25,Bacteria,Sumerlaeota,Sumerlaeia,UBA8349,UBA8349,,
FDZ050RBk810dereplicatedgenomesbin46,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ050RBk810dereplicatedgenomesbin50,Bacteria,Bdellovibrionota,FAC87,UBA2466,,,
FDZ050RBk810dereplicatedgenomesbin8,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ050RBk810dereplicatedgenomesbin82,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ051Be1012dereplicatedgenomesbin86,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ051Be1618dereplicatedgenomesbin104,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ051Be1618dereplicatedgenomesbin27,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,S012-47,,
FDZ051Be1618dereplicatedgenomesbin37,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,SMVS01,
FDZ051Be1618dereplicatedgenomesbin78,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ051Be1618dereplicatedgenomesbin89,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,GCA-2709385,,
FDZ051Be24dereplicatedgenomesbin139,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ051Be46dereplicatedgenomesbin101,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,
FDZ051Be46dereplicatedgenomesbin28,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,
FDZ051Be46dereplicatedgenomesbin49,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ051Be46dereplicatedgenomesbin84,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ052BYSeddereplicatedgenomesbin39,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ052G02dereplicatedgenomesbin47,Bacteria,Planctomycetota,Brocadiae,Brocadiales,Scalinduaceae,Scalindua,
FDZ052G02dereplicatedgenomesbin50,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ052G02dereplicatedgenomesbin71,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Rhodothalassiaceae,,
FDZ052G46dereplicatedgenomesbin3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ052G68dereplicatedgenomesbin118,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ052G68dereplicatedgenomesbin138,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ052G68dereplicatedgenomesbin35,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
FDZ052G68dereplicatedgenomesbin69,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ053N02dereplicatedgenomesbin22,Bacteria,Proteobacteria,Alphaproteobacteria,SMXQ01,SMXQ01,,
FDZ053RBk02dereplicatedgenomesbin127,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ053RBk02dereplicatedgenomesbin37,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ053RBk02dereplicatedgenomesbin40,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,QNAD01,
FDZ053RBk02dereplicatedgenomesbin99,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6429,UBA6429,,
FDZ053RBk1012dereplicatedgenomesbin128,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,,
FDZ053RBk1012dereplicatedgenomesbin132,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,DUAG01,
FDZ053RBk1012dereplicatedgenomesbin38,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ053RBk1012dereplicatedgenomesbin57,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,,
FDZ053RBk1012dereplicatedgenomesbin71,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,BMS3ABIN03,
FDZ053RBk1012dereplicatedgenomesbin95,Bacteria,Elusimicrobiota,Elusimicrobia,,,,
FDZ053RBk1214dereplicatedgenomesbin12,Bacteria,Proteobacteria,Alphaproteobacteria,SMXS01,SMXS01,,
FDZ053RBk1214dereplicatedgenomesbin65,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ053RBk1214dereplicatedgenomesbin76,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ053RBk1416dereplicatedgenomesbin101,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,,
FDZ053RBk1416dereplicatedgenomesbin133,Bacteria,SAR324,SAR324,SAR324,,,
FDZ053RBk1416dereplicatedgenomesbin137,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ053RBk1416dereplicatedgenomesbin36,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ053RBk1416dereplicatedgenomesbin38,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ053RBk1416dereplicatedgenomesbin51,Bacteria,Elusimicrobiota,Elusimicrobia,,,,
FDZ053RBk1416dereplicatedgenomesbin66,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,SZUA-150,,
FDZ053RBk1618dereplicatedgenomesbin10,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ053RBk1618dereplicatedgenomesbin11,Bacteria,Proteobacteria,Gammaproteobacteria,DSM-19610,DSM-19610,Thiogranum,
FDZ053RBk1618dereplicatedgenomesbin48,Bacteria,Planctomycetota,J132,J132,J132,,
FDZ053RBk1820dereplicatedgenomesbin106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ053RBk1820dereplicatedgenomesbin107,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,JAFGMP01,
FDZ053RBk1820dereplicatedgenomesbin117,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ053RBk1820dereplicatedgenomesbin127,Bacteria,Spirochaetota,JAHITG01,JAHITG01,JAHITG01,,
FDZ053RBk1820dereplicatedgenomesbin130,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ053RBk1820dereplicatedgenomesbin135,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,01-FULL-49-22b,
FDZ053RBk1820dereplicatedgenomesbin18,Bacteria,Verrucomicrobiota,Kiritimatiellae,JAAZAB01,,,
FDZ053RBk1820dereplicatedgenomesbin19,Bacteria,Patescibacteria,ABY1,UBA1558,UBA10009,,
FDZ053RBk1820dereplicatedgenomesbin59,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ053RBk24dereplicatedgenomesbin21,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ053RBk24dereplicatedgenomesbin89,Bacteria,Proteobacteria,Alphaproteobacteria,SMXP01,SMXP01,SMXP01,SMXP01 sp004356335
FDZ053RBk2022dereplicatedgenomesbin18,Bacteria,Myxococcota_A,UBA9160,UBA9160,SMWR01,SMWR01,SMWR01 sp004356735
FDZ053RBk2022dereplicatedgenomesbin33,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,,
FDZ053RBk2022dereplicatedgenomesbin38,Bacteria,RBG-13-61-14,,,,,
FDZ053RBk2022dereplicatedgenomesbin43,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ053RBk2022dereplicatedgenomesbin78,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ053RBk2022dereplicatedgenomesbin8,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ053RBk2022dereplicatedgenomesbin88,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,01-FULL-49-22b,
FDZ053RBk46dereplicatedgenomesbin103,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,,,
FDZ053RBk68dereplicatedgenomesbin12,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ053RBk68dereplicatedgenomesbin138,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,,
FDZ053RBk68dereplicatedgenomesbin141,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,
FDZ053RBk68dereplicatedgenomesbin43,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ053RBk68dereplicatedgenomesbin88,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,,
FDZ053RBk810dereplicatedgenomesbin149,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ053RBk810dereplicatedgenomesbin156,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ053RBk810dereplicatedgenomesbin45,Bacteria,Myxococcota,Myxococcia,SLRQ01,,,
FDZ053RBk810dereplicatedgenomesbin50,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-229,SZUA-229,,
FDZ053RBk810dereplicatedgenomesbin54,Bacteria,Patescibacteria,Gracilibacteria,UM-FILTER-43-11,UM-FILTER-43-11,,
FDZ053RBk810dereplicatedgenomesbin65,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,UBA7887,UBA7887,
FDZ053RBk810dereplicatedgenomesbin89,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,GCA-2400975,
FDZ054Be1416dereplicatedgenomesbin14,Bacteria,Patescibacteria,Paceibacteria,UBA6257,GWB1-50-10,DRGK01,
FDZ054Be1416dereplicatedgenomesbin29,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ054Be1416dereplicatedgenomesbin30,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,SCKK01,SCKK01,SCKK01 sp004124475
FDZ054Be24dereplicatedgenomesbin14,Bacteria,Omnitrophota,Omnitrophia,JACQQS01,JACQQS01,,
FDZ054Be24dereplicatedgenomesbin28,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ054Be24dereplicatedgenomesbin34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GCA-2721545,GCA-2721545 sp004356775
FDZ054Be24dereplicatedgenomesbin44,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ054Be2022dereplicatedgenomesbin13,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ054Be2022dereplicatedgenomesbin7,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ054Be2224dereplicatedgenomesbin16,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,GCA-002790365,
FDZ054Be2224dereplicatedgenomesbin47,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ054Be2628dereplicatedgenomesbin23,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2135,,
FDZ054Be2628dereplicatedgenomesbin32,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ054Be3234dereplicatedgenomesbin20,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,Qipengyuania flava
FDZ054Be3234dereplicatedgenomesbin29,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,UBA4096,
FDZ054Be3234dereplicatedgenomesbin3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ054Be3234dereplicatedgenomesbin32,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,
FDZ054Be3234dereplicatedgenomesbin7,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ054Be68dereplicatedgenomesbin10,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ054Be68dereplicatedgenomesbin30,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,JABICL01,,
FDZ054Be68dereplicatedgenomesbin38,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ054Be68dereplicatedgenomesbin54,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,JABICL01,,
FDZ054Be810dereplicatedgenomesbin32,Bacteria,Proteobacteria,Alphaproteobacteria,SMXQ01,SMXQ01,,
FDZ054RG1012dereplicatedgenomesbin14,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ054RG24dereplicatedgenomesbin34,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ054RG2022dereplicatedgenomesbin10,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,
FDZ054RG2022dereplicatedgenomesbin11,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter,Moheibacter sp012522185
FDZ054RG2022dereplicatedgenomesbin16,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ054RG2022dereplicatedgenomesbin23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_D,Pseudomonas_D formosensis
FDZ054RG2022dereplicatedgenomesbin25,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_I,Enterococcus_I avicola
FDZ054RG2022dereplicatedgenomesbin31,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Jeotgalibaca,Jeotgalibaca ciconiae
FDZ054RG2022dereplicatedgenomesbin37,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
FDZ054RG2022dereplicatedgenomesbin38,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ054RG2022dereplicatedgenomesbin49,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,Petrimonas sp012728465
FDZ054RG2022dereplicatedgenomesbin5,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ054RG2022dereplicatedgenomesbin52,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,
FDZ054RG2022dereplicatedgenomesbin56,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,
FDZ054RG2022dereplicatedgenomesbin62,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Fundicoccus,Fundicoccus ignavus
FDZ054RG2022dereplicatedgenomesbin64,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter,
FDZ054RG2022dereplicatedgenomesbin9,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,
FDZ054RG2628dereplicatedgenomesbin9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ054RG2830dereplicatedgenomesbin7,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,,
FDZ054RG46dereplicatedgenomesbin33,Bacteria,4484-113,,,,,
FDZ054RG46dereplicatedgenomesbin4,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ054RG810dereplicatedgenomesbin31,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ056Be1618dereplicatedgenomesbin4,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ056Be24dereplicatedgenomesbin24,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,
FDZ056Be24dereplicatedgenomesbin68,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ056Be24dereplicatedgenomesbin9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ056Be2224dereplicatedgenomesbin10,Bacteria,Nitrospirota,Nitrospiria,JACQBZ01,JACQBZ01,,
FDZ056Be2224dereplicatedgenomesbin26,Bacteria,4484-113,,,,,
FDZ056Be68dereplicatedgenomesbin13,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,UBA2774,CR02bin9,CR02bin9 sp004356555
FDZ056Be810dereplicatedgenomesbin20,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ056Be810dereplicatedgenomesbin27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
FDZ056Be810dereplicatedgenomesbin28,Bacteria,SM23-31,SM23-31,SM23-31,SM23-31,,
FDZ056Be810dereplicatedgenomesbin48,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,QNAD01,
FDZ058Be02dereplicatedgenomesbin101,Bacteria,Proteobacteria,Alphaproteobacteria,Bin65,,,
FDZ058Be02dereplicatedgenomesbin104,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,UBA6623,,
FDZ058Be02dereplicatedgenomesbin105,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,WJMS01,
FDZ058Be02dereplicatedgenomesbin116,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-38,,
FDZ058Be02dereplicatedgenomesbin129,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,,
FDZ058Be02dereplicatedgenomesbin130,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_A,
FDZ058Be02dereplicatedgenomesbin131,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ058Be02dereplicatedgenomesbin132,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,
FDZ058Be02dereplicatedgenomesbin138,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,,
FDZ058Be02dereplicatedgenomesbin147,Bacteria,Latescibacterota,UBA2968,UBA8231,UBA8231,,
FDZ058Be02dereplicatedgenomesbin153,Bacteria,OLB16,OLB16,SURF-12,SURF-12,,
FDZ058Be02dereplicatedgenomesbin155,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ058Be02dereplicatedgenomesbin160,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ058Be02dereplicatedgenomesbin166,Bacteria,Proteobacteria,Gammaproteobacteria,JACREF01,JACREF01,,
FDZ058Be02dereplicatedgenomesbin17,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ058Be02dereplicatedgenomesbin174,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-001735895,GCA-001735895,GCA-001735895,
FDZ058Be02dereplicatedgenomesbin186,Bacteria,Proteobacteria,Alphaproteobacteria,SMXS01,SMXS01,SMXS01,
FDZ058Be02dereplicatedgenomesbin187,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
FDZ058Be02dereplicatedgenomesbin190,Bacteria,Gemmatimonadota,Glassbacteria,GWA2-58-10,GWA2-58-10,,
FDZ058Be02dereplicatedgenomesbin192,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,,
FDZ058Be02dereplicatedgenomesbin20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,
FDZ058Be02dereplicatedgenomesbin202,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,
FDZ058Be02dereplicatedgenomesbin203,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,WJMS01,
FDZ058Be02dereplicatedgenomesbin204,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ058Be02dereplicatedgenomesbin206,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ058Be02dereplicatedgenomesbin212,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,,
FDZ058Be02dereplicatedgenomesbin216,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002726655,
FDZ058Be02dereplicatedgenomesbin217,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,JABJGH01,
FDZ058Be02dereplicatedgenomesbin23,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ058Be02dereplicatedgenomesbin26,Bacteria,Proteobacteria,Gammaproteobacteria,JACREF01,JACREF01,,
FDZ058Be02dereplicatedgenomesbin27,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ058Be02dereplicatedgenomesbin30,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,LZORAL124-64-63,
FDZ058Be02dereplicatedgenomesbin38,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ058Be02dereplicatedgenomesbin39,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-152,SZUA-152,,
FDZ058Be02dereplicatedgenomesbin42,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ058Be02dereplicatedgenomesbin45,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Saonia,
FDZ058Be02dereplicatedgenomesbin46,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,MPNO01,,
FDZ058Be02dereplicatedgenomesbin52,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,QNAD01,
FDZ058Be02dereplicatedgenomesbin53,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ058Be02dereplicatedgenomesbin56,Bacteria,Proteobacteria,Gammaproteobacteria,SZUA-229,SZUA-229,,
FDZ058Be02dereplicatedgenomesbin59,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NORP342,NORP342 sp016763045
FDZ058Be02dereplicatedgenomesbin6,Bacteria,Proteobacteria,Alphaproteobacteria,SHVP01,SHVP01,,
FDZ058Be02dereplicatedgenomesbin61,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,,,
FDZ058Be02dereplicatedgenomesbin63,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,N075bin62,
FDZ058Be02dereplicatedgenomesbin67,Bacteria,Proteobacteria,Alphaproteobacteria,GCA-2731375,GCA-2731375,,
FDZ058Be02dereplicatedgenomesbin7,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,,
FDZ058Be02dereplicatedgenomesbin71,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ058Be02dereplicatedgenomesbin72,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,SLHB01,,
FDZ058Be02dereplicatedgenomesbin75,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,JAHEOI01,,
FDZ058Be02dereplicatedgenomesbin80,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,QQUK01,
FDZ058Be02dereplicatedgenomesbin88,Bacteria,Myxococcota,UBA727,UBA727,,,
FDZ058Be02dereplicatedgenomesbin91,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ058Be02dereplicatedgenomesbin95,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PLA5,,
FDZ058Be02dereplicatedgenomesbin98,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ058Be1012dereplicatedgenomesbin136,Bacteria,Proteobacteria,Gammaproteobacteria,UBA9214,UBA9214,,
FDZ058Be1012dereplicatedgenomesbin150,Bacteria,Acidobacteriota,Mor1,SMYD01,SMYD01,SMYD01,
FDZ058Be1012dereplicatedgenomesbin33,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ058Be1012dereplicatedgenomesbin57,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,
FDZ058Be1012dereplicatedgenomesbin69,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAADHU01,
